# COMSOL wave_based_room listening point golden
# table,tbl1
# expression,pate.p_t and pate.p_t/(1[m/s]*pate.Z)
# pressure_unit,Pa
# normalized_unit,1
# receiver_point_ids,122,121,53,35
# receiver_coordinate_unit,m
# receiver_coordinate,122,1.2,1.3125,1
# receiver_coordinate,121,0.20000000000000001,0.875,1
# receiver_coordinate,53,-0.80000000000000004,0.4375,1
# receiver_coordinate,35,-1.8,0,1
time,p122,p121,p53,p35,pn122,pn121,pn53,pn35
0.013106685272354554,0.021847930223098586,-3.0567025356496407,-3.8459944945223796,-0.63935708457965235,5.3080491309763333e-05,-0.007426391000120605,-0.0093440099478191933,-0.0015533456865394859
0.013109060532461903,0.021889014224109906,-3.0039516471214909,-3.8461749069601305,-0.61336626408636152,5.3180306666933691e-05,-0.0072982304351834094,-0.0093444482676388017,-0.0014901998641553974
0.013111435792569253,0.021925271961035987,-2.9509503869282008,-3.8461422209766165,-0.58737208544173602,5.3268396406792976e-05,-0.0071694615814582143,-0.0093443688556283204,-0.001427045882997415
0.013113811052676602,0.021956588758524232,-2.8977136230082463,-3.8458916025470908,-0.56137964467929591,5.3344481920612814e-05,-0.0070401205612445252,-0.0093437599673155767,-0.0013638961240993585
0.013116186312783952,0.021982848867091703,-2.8442562208647058,-3.845418227412293,-0.53539401921295948,5.3408281990018719e-05,-0.0069102434909249421,-0.0093426098819540653,-0.0013007629232579191
0.013118561572891301,0.022003935474859425,-2.7905930399683454,-3.8447172825868696,-0.50942026687620245,5.3459512815499095e-05,-0.0067798664722263013,-0.0093409069061877303,-0.0012376585686982569
0.013120936832998651,0.022019730719798507,-2.7367389301731788,-3.8437839678668571,-0.48346342496941447,5.34978880461577e-05,-0.0066490255835111251,-0.0093386393777134535,-0.0011745952987595105
0.013123312093106,0.022030115702493441,-2.6827087281453741,-3.8426134973358677,-0.45752850931563804,5.3523118810722649e-05,-0.0065177568711014926,-0.0093357956689403988,-0.0011115852996006757
0.01312568735321335,0.022034970499427927,-2.6285172538063679,-3.8412011008696005,-0.43162051332487311,5.3534913749824902e-05,-0.0063860963406374349,-0.0093323641906452887,-0.0010486407029272914
0.013128062613320699,0.022034174176798482,-2.5741793067910193,-3.8395420256383184,-0.40574440706712428,5.3532979049558996e-05,-0.0062540799484718645,-0.0093283333956227371,-0.00098577358373936903
0.013130437873428049,0.022027604804861316,-2.5197096629216791,-3.837631537606911,-0.37990513635436812,5.3517018476339453e-05,-0.0061217435931041776,-0.0093236917823297169,-0.00092299595810099169
0.013132813133535398,0.022015139472817649,-2.4651230706989944,-3.8354649230321978,-0.3541076218316116,5.3486733413065233e-05,-0.0059891231066545054,-0.0093184278985233189,-0.00086031978093200105
0.013135188393642748,0.021996654304242767,-2.410434247810274,-3.8330374899570741,-0.32835675807721326,5.3441822896605368e-05,-0.0058562542463806468,-0.0093125303448908514,-0.00079775694382218972
0.013137563653750097,0.021972024473064206,-2.3556578776562618,-3.83034456970117,-0.30265741271263369,5.3381983656618584e-05,-0.0057231726862397034,-0.0093059877786714536,-0.00073531927286840063
0.013139938913857447,0.021941124220094112,-2.3008086058971116,-3.8273815183476234,-0.27701442552177596,5.3306910155719422e-05,-0.0055899140084963847,-0.0092987889172682792,-0.00067301852653492715
0.013142314173964796,0.021903826870121084,-2.2459010370183865,-3.8241437182256308,-0.25143260758008074,5.3216294631003609e-05,-0.0054565136953799477,-0.0092909225418504153,-0.00061086639353761119
0.013144689434072146,0.021860004849566645,-2.1909497309178736,-3.8206265793883971,-0.22591674039352974,5.3109827136945209e-05,-0.0053230071207917241,-0.0092823775009436282,-0.00054887449075201593
0.013147064694179495,0.021809529704711308,-2.1359691995140171,-3.8168255410861325,-0.20047157504771221,5.2987195589677625e-05,-0.0051894295420651538,-0.0092731427140090687,-0.00048705436114604525
0.013149439954286845,0.021752272120495394,-2.0809739033767425,-3.8127360732337254,-0.17510183136710711,5.2848085812671028e-05,-0.0050558160917802296,-0.0092632071750090514,-0.00042541747173738368
0.013151815214394194,0.021688101939899479,-2.0259782483814566,-3.8083536778727511,-0.14981219708472449,5.2692181583817979e-05,-0.0049222017696342489,-0.0092525599559590659,-0.00036397521157610424
0.013154190474501544,0.021616888183909395,-1.9709965823869864,-3.8036738906274334,-0.12460732702225399,5.2519164683939259e-05,-0.0047886214343707155,-0.0092411902104650966,-0.0003027388897528037
0.013156565734608893,0.02153849907207055,-1.9160431919382137,-3.7986922821542253,-0.099491842280858542,5.2328714946721459e-05,-0.0046551097957682553,-0.0092290871772454462,-0.00024171973343260094
0.013158940994716243,0.021452802043636275,-1.8611322989941563,-3.7934044595846461,-0.074470329442751837,5.2120510310097858e-05,-0.0045217014066913424,-0.0092162401836361676,-0.00018092888591533489
0.013161316254823592,0.021359663779314891,-1.8062780576822386,-3.7878060679610166,-0.04954733978369312,5.1894226869083803e-05,-0.0043884306552046618,-0.0092026386490792443,-0.0001203774047222865
0.013163691514930942,0.021258950223619944,-1.7514945510794697,-3.781892791664752,-0.024727388496530299,5.1649538930077614e-05,-0.004255331756752842,-0.009188272088592693,-6.0076259709743198e-05
0.013166066775038291,0.021150526607827971,-1.6967957880212683,-3.7756603558368536,-1.4953925917419169e-05,5.1386119066637449e-05,-0.0041224387464073578,-0.0091731301162217057,-3.6331209711902744e-08
0.013168442035145641,0.021034257473548253,-1.6421956999386291,-3.7691045277902577,0.024585523185667715,5.1103638176745033e-05,-0.0039897854711822868,-0.0091572024484700143,5.9731591801913797e-05
0.01317081729525299,0.020910006696908519,-1.5877081377243372,-3.7622211184136933,0.049069640440487713,5.0801765541565886e-05,-0.0038574055824206446,-0.0091404789077106259,0.00011921681350944537
0.01317319255536034,0.020777637513360814,-1.5333468686289289,-3.7550059835667065,0.073433034516573084,5.0480168885716268e-05,-0.0037253325282529861,-0.009122949425575089,0.00017840873303346232
0.013175567815467689,0.02063701254311132,-1.4791255731870649,-3.7474550254655061,0.09767138188710045,5.0138514439045968e-05,-0.0035935995461298955,-0.0091046040463204723,0.00023729684617857254
0.013177943075575039,0.020487993817177967,-1.4250578421749998,-3.7395641940593016,0.12178039952801187,4.9776466999946471e-05,-0.0034622396554300286,-0.009085432930173231,0.00029587074715260416
0.013180318335682388,0.020330442804079394,-1.3711571735998023,-3.7313294883967774,0.14575584561376756,4.9393690000192894e-05,-0.0033312856501452924,-0.0090654263566491197,0.00035412013025696687
0.013182693595789738,0.020164220437158764,-1.3174369697209742,-3.7227469579823889,0.16959352020113111,4.8989845571328391e-05,-0.0032007700916447386,-0.0090445747278483698,0.00041203479154793763
0.013185068855897087,0.019989187142545682,-1.26391053410511,-3.7138127041221347,0.19328926590088599,4.8564594612598842e-05,-0.0030707253015187321,-0.0090228685717253041,0.00046960463046862488
0.013187444116004437,0.0198052028677594,-1.2105910687142225,-3.7045228812584781,0.21683896853738893,4.8117596860445582e-05,-0.0029411833545049141,-0.0090002985453315806,0.0005268196514513823
0.013189819376111786,0.019612127110956237,-1.157491671028352,-3.6948736982940895,0.24023855779586717,4.7648510959563263e-05,-0.0028121760714974542,-0.0089768554380322881,0.00058366996549044506
0.013192194636219136,0.019409818950823974,-1.1046253312030669,-3.6848614199040903,0.26348400785737097,4.7156994535529581e-05,-0.0026837350126410766,-0.0089525301746940979,0.00064014579168457483
0.013194569896326485,0.0191981370771259,-1.0520049292624452,-3.674482367836466,0.28657133802129653,4.6642704269013365e-05,-0.002555891470511286,-0.0089273138188446701,0.00069623745874950577
0.013196945156433834,0.018976939821896795,-0.99964323232812458,-3.6637329222003334,0.30949661331539663,4.6105295971566564e-05,-0.002428676463382227,-0.0089011975758025597,0.00075193540649999189
0.013199320416541184,0.018746085191293192,-0.9475528918849897,-3.6526095227417499,0.33225594509320372,4.554442466300582e-05,-0.0023021207285835515,-0.0088741727957768468,0.0008072301873012724
0.013201695676648533,0.018505430898099865,-0.89574644108405888,-3.6411086701067443,0.35484549161878681,4.4959744650388404e-05,-0.0021762547159476652,-0.0088462309769357251,0.00086211246748976397
0.013204070936755883,0.018254834394894334,-0.84423629208311479,-3.6292269270912505,0.3772614586387748,4.4350909608586817e-05,-0.0020511085813486756,-0.0088173637684432725,0.00091657302876281543
0.013206446196863232,0.017994152907871069,-0.79303473342562103,-3.6169609198776609,0.3995000999415772,4.3717572662466162e-05,-0.0019267121803343563,-0.008787562973463706,0.00097060276953735971
0.013208821456970582,0.017723243471326762,-0.74215392745844289,-3.6043073392576623,0.42155771790373892,4.305938647066755e-05,-0.0018030950618523882,-0.0087568205521323193,0.0010241927062773055
0.013211196717077931,0.017441962962807766,-0.69160590778889131,-3.5912629418410797,0.44343066402336861,4.2376003311000409e-05,-0.0016802864620721364,-0.00872512862449242,0.0010773339747895253
0.013213571977185281,0.017150168138920872,-0.64140257678158319,-3.5778245512504085,0.4651153394405847,4.1667075167446241e-05,-0.0015583152983031662,-0.0086924794733974943,0.001130017831488301
0.01321594723729263,0.016847715671807883,-0.591555703095614,-3.5639890593007517,0.48660819544492367,4.0932253818775229e-05,-0.0014372101630116959,-0.0086588655473779207,0.0011822356546280946
0.01321832249739998,0.016534462186284821,-0.54207691926251322,-3.5497534271648652,0.50790573396966543,4.0171190928777507e-05,-0.0013169993179361352,-0.0086242794634714907,0.0012339789455045322
0.013220697757507329,0.016210264297645761,-0.49297771930544859,-3.5351146865230225,0.52900450807302413,3.9383538138109241e-05,-0.0011977106883028393,-0.0085887140100170626,0.0012852393296234796
0.013223073017614679,0.015874978650131641,-0.44426945640013088,-3.5200699406974163,0.54990112240616762,3.8568947157754233e-05,-0.0010793718571431752,-0.0085521621494106335,0.0013360085578381139
0.013225448277722028,0.015528461956063656,-0.3959633405778557,-3.504616365770802,0.57059223366802125,3.7727069864100236e-05,-0.00096201005971296343,-0.0085146170208231352,0.0013862785074538904
0.013227823537829378,0.015170571035640987,-0.3480704364711128,-3.4887512116891291,0.59107455104682483,3.6857558395629224e-05,-0.00084565217801533729,-0.0084760719428793232,0.0014360411833013239
0.013230198797936727,0.014801162857402213,-0.30060166110217224,-3.4724718033478554,0.61134483664840911,3.5960065251220152e-05,-0.00073032473542801815,-0.0084365204162970258,0.0014852887187765042
0.013232574058044077,0.014420094579349493,-0.25356778171505179,-3.4557755416617009,0.63139990591116257,3.503424339006194e-05,-0.00061605389143598588,-0.0083959561264861544,0.0015340133768492776
0.013234949318151426,0.014027223590734508,-0.20697941365125219,-3.4386599046175506,0.65123662800766557,3.4079746333174221e-05,-0.0005028654364704864,-0.0083543729461067803,0.0015822075510390321
0.013237324578258776,0.013622407554504758,-0.16084701826963721,-3.4211224483102565,0.6708519262329673,3.3096228266532456e-05,-0.00039078478685528967,-0.0083117649375856577,0.0016298637663580355
0.013239699838366125,0.013205504450408722,-0.11518090091082006,-3.4031608079610773,0.69024277837949288,3.208334414579379e-05,-0.00027983697986107888,-0.008268126355590568,0.0016769746802222862
0.013242075098473475,0.012776372618758055,-0.069991208906407282,-3.384772698918491,0.70940621709855867,3.1040749802619184e-05,-0.00017004666886882237,-0.0082234516494618347,0.0017235330833298317
0.013244450358580824,0.012334870804844784,-0.025287929633437199,-3.3659559176411387,0.72833933024849229,2.996810205258694e-05,-6.1438118642947521e-05,-0.0081777354656004352,0.0017695319005065413
0.013246825618688174,0.011880858204011245,0.018919111385663708,-3.3467083426626467,0.74703926122934283,2.8865058804692045e-05,4.5964799284897256e-05,-0.0081309726498120672,0.0018149641915192977
0.013249200878795523,0.011414194507370289,0.062620252337293694,-3.3270279355380801,0.7655032093041837,2.7731279172425387e-05,0.000152138611120733,-0.0080831582496066097,0.0018598231518566176
0.013251576138902873,0.010934739948172994,0.10580599692476153,-3.3069127417717938,0.78372842990700031,2.6566423586426127e-05,0.00025706024520107275,-0.0080342875164523663,0.0019041021134766772
0.013253951399010222,0.010442355348820971,0.14846701612995761,-3.2863608917264409,0.80171223493717103,2.5370153908700125e-05,0.00036070703627297772,-0.0079843559079845507,0.0019477945455227675
0.013256326659117572,0.0099369021685200218,0.19059414992833945,-3.2653706015129096,0.81945199304054295,2.4142133548396554e-05,0.00046305672966068869,-0.0079333590901674196,0.0019908940550061784
0.013258701919224921,0.009418242551571792,0.23217840895697223,-3.2439401738609535,0.83694512987711334,2.2882027579134579e-05,0.00056408748531820273,-0.0078812929394095083,0.0020333943874565438
0.013261077179332271,0.008886239376299742,0.27321097613537754,-3.2220679989703118,0.85418912837533023,2.1589502857871096e-05,0.00066377788176719523,-0.0078281535446314676,0.0020752894275396752
0.01326345243943962,0.0083407563046056198,0.31368320823895707,-3.1997525553420725,0.87118152897302503,2.0264228145300342e-05,0.00076210691991972083,-0.0077739372092858914,0.0021165731996429181
0.01326582769954697,0.0077816578321522759,0.35358663742477131,-3.1769924105900889,0.88791992984499846,1.890587422777521e-05,0.00085905402678515877,-0.0077186404533286911,0.0021572398684280821
0.013268202959654319,0.0072088093391686576,0.39291297270946707,-3.1537862222322262,0.90440198711728081,1.7514114040740181e-05,0.00095459905906090155,-0.0076622600151414633,0.0021972837393519945
0.013270578219761669,0.0066220771418723295,0.43165410139915633,-3.1301327384612381,0.92062541506809292,1.6088622793664553e-05,0.001048722306606308,-0.0076047928534043688,0.002236699259154745
0.013272953479869018,0.0060213285445048972,0.46980209047107108,-3.1060307988950737,0.9365879863155343,1.4629078096464766e-05,0.0011414044957994926,-0.0075462361489190329,0.0022754810163156812
0.013275328739976368,0.0054064318919753293,0.5073491879068196,-3.0814793353064096,0.95228753199203253,1.3135160087403619e-05,0.0012326267927765299,-0.0074865873063809764,0.0023136237414772415
0.013277704000083717,0.0047772566231061315,0.54428782397709474,-3.05647737233123,0.96772194190558736,1.1606551562454159e-05,0.0013223708065527083,-0.0074258439561011424,0.0023511223078367042
0.013280079260191067,0.0041336733244769245,0.58061061247768764,-3.0310240281562564,0.98288916468784737,1.0042938106114977e-05,0.0014106185920254803,-0.0073640039556760366,0.0023879717315059461
0.013282454520298416,0.0034755537848599636,0.61631035191668171,-3.0051185151850488,0.99778720792906017,8.4440082236636637e-06,0.0014973526528587993,-0.0073010653916060477,0.0024241671718393107
0.013284829780405766,0.0028027710502418388,0.65138002665270822,-2.9787601406826036,1.0124141382999405,6.8094534748344005e-06,0.0015825559442485624,-0.0072370265808615252,0.0024597039317296905
0.013287205040513115,0.0021151994794254021,0.68581280798416122,-2.9519483073982693,1.0267680816605049,5.1389686089052528e-06,0.0016662118755689048,-0.0071718860723961842,0.002494577457872947
0.013289580300620465,0.0014127148002058398,0.71960205518928078,-2.9246825141668205,1.0408472231559172,3.4322517011803691e-06,0.0017483043128991274,-0.0071056426486074365,0.0025287833410007707
0.013291955560727814,0.000695194166114557,0.75274131651702814,-2.8969623564875233,1.0546498072994035,1.6890042908516935e-06,0.0018288175814310695,-0.0070382953267432548,0.0025623173160821272
0.013294330820835164,-3.7483786275611284e-05,0.78522433012868864,-2.8687875270810301,1.0681741380422933,-9.1068479775537632e-08,0.0019077364677567753,-0.0069698433602551754,0.002595175262493424
0.013296706080942513,-0.00078543887949053309,0.81704502499014697,-2.840157816423956,1.0814185788312367,-1.90825772470975e-06,0.0019850462220363145,-0.0069002862400970753,0.0026273532041575236
0.013299081341049863,-0.0015487893367471064,0.84819752171480034,-2.8110731132609961,1.094381552652669,-3.7628506723690635e-06,0.0020607325600456765,-0.0068296236959693793,0.0026588473096517714
0.013301456601157212,-0.0023276517230048071,0.87867613335708061,-2.7815334050944198,1.1070615420645846,-5.6551305223634769e-06,0.0021347816651046663,-0.006757855697508309,0.0026896538922851912
0.013303831861264562,-0.0031221408854836341,0.90847536615657065,-2.7515387786508287,1.1194570892156801,-7.5853763009806467e-06,0.0022071801898847685,-0.0066849824554198953,0.0027197694101449956
0.013306207121371911,-0.0039323698936558488,0.93758992023271626,-2.7210894203250269,1.1315667958519466,-9.5538627153932203e-06,0.0022779152580969784,-0.0066110044225583748,0.0027491904661126015
0.013308582381479261,-0.0047584499787190135,0.96601469023014208,-2.6901856166008868,1.1433893233107797,-1.1560860006605963e-05,0.0023469744660596262,-0.0065359222949487048,0.0027779138078493195
0.01331095764158661,-0.0056004904725580062,0.99374476591459704,-2.6588277544490824,1.1549233925026772,-1.3606633801161337e-05,0.0024143458841462515,-0.0064597370127528727,0.0028059363277518883
0.01331333290169396,-0.0064585987462039201,1.0207754327195659,-2.6270163217015758,1.1661677838806108,-1.5691444961622743e-05,0.0024800180581136199,-0.0063824497611797279,0.0028332550628780637
0.013315708161801309,-0.0073328801477977939,1.0471021722435918,-2.5947519074027459,1.1771213373971492,-1.7815549435854701e-05,0.0025439800103099898,-0.0063040619713380609,0.0028598671948424424
0.013318083421908659,-0.008223437940067399,1.0727206626983736,-2.5620352021370443,1.1877829524494088,-1.9979198105120019e-05,0.0026062212407637845,-0.0062245753210326644,0.0028857700496827234
0.013320458682016008,-0.0091303732373253337,1.0976267793077128,-2.5288669983330956,1.1981515878119309,-2.218263663101393e-05,0.0026667317281528495,-0.0061439917355031485,0.0029109610976966252
0.013322833942123358,-0.010053784941997003,1.1218165946573857,-2.4952481905441153,1.2082262615575587,-2.442610530125608e-05,0.0027255019306544844,-0.0060623133881052369,0.0029354379532496571
0.013325209202230707,-0.010993769680687012,1.1452863789960508,-2.461179775704589,1.2180060509664172,-2.6709838874361063e-05,0.0027825227866765086,-0.0059795427009343765,0.0029591983745539778
0.013327584462338057,-0.011950421739792808,1.1680326004872885,-2.4266628533631054,1.227490092423078,-2.9034066423208961e-05,0.0028377857154696031,-0.0058956823453914127,0.0029822402634185571
0.013329959722445406,-0.01292383300067447,1.1900519254128992,-2.3916986258912609,1.2366775813020128,-3.139901117753759e-05,0.0028912826176212322,-0.0058107352426901389,0.0030045616649708768
0.013332334982552756,-0.01391409287438976,1.2113412183275949,-2.3562883986685828,1.2455677718414262,-3.3804890365378427e-05,0.0029430058754314745,-0.0057247045643065665,0.0030261607673504041
0.013334710242660105,-0.014921288236003619,1.2318975421652192,-2.3204335802433715,1.2541599770055734,-3.6251915053458748e-05,0.0029929483531710866,-0.0056375937323697081,0.0030470359013740852
0.013337085502767455,-0.01594550335848148,1.2517181582966621,-2.284135682469429,1.262453568335657,-3.8740289986592524e-05,0.0030411033972222111,-0.005549406419993754,0.0030671855401740939
0.013339460762874804,-0.016986819846176004,1.2708005265396278,-2.2473963206185861,1.2704479757894178,-4.1270213426083592e-05,0.0030874648361021088,-0.0054601465515514728,0.0030866082988081096
0.013341836022982154,-0.01804531656791674,1.2891423051204398,-2.2102172134689955,1.2781426875695141,-4.3841876987164091e-05,0.0031320269803703595,-0.0053698183028887169,0.0031053029338423571
0.013344211283089503,-0.019121069589712759,1.3067413505880692,-2.1726001833691355,1.2855372499408062,-4.6455465475492611e-05,0.0031747846224199935,-0.0052784261014799218,0.0031232683429076929
0.013346586543196853,-0.020214152107078002,1.3235957176805888,-2.1345471562774843,1.2926312670366529,-4.9111156722735678e-05,0.0032157330361530343,-0.0051859746265245001,0.0031405035642289919
0.013348961803304202,-0.021324634376989681,1.339703659144265,-2.0960601617778178,1.2994244006543323,-5.1809121421257731e-05,0.0032548679765409747,-0.0050924688089840093,0.0031570077761281156
0.013351337063411552,-0.022452583649489804,1.3550636255055097,-2.0571413330701258,1.3059163700397027,-5.4549522957944136e-05,0.0032921856790707237,-0.0049979138315600731,0.0031727802965007359
0.013353712323518901,-0.023598064098940465,1.3696742647959252,-2.0177929069370846,1.3121069516612189,-5.7332517247182862e-05,0.0033276828590765922,-0.0049023151286129362,0.0031878205822672961
0.013356087583626251,-0.024761136754943357,1.3835344222306873,-1.9780172236860987,1.3179959789734215,-6.015825256303051e-05,0.0033613567109589105,-0.0048056783860206485,0.0032021282287984002
0.0133584628437336,-0.025941859432934308,1.396643139840523,-1.9378167270668767,1.3235833421700187,-6.3026869370588705e-05,0.0033932049072899007,-0.0047080095409788069,0.0032157029693149143
0.01336083810384095,-0.027140286664463768,1.4089996560575435,-1.8971939641645432,1.3288689879266886,-6.5938500156617516e-05,0.0034232255978074431,-0.0046093147817408732,0.0032285446742630923
0.013363213363948299,-0.028356469627174374,1.4206034052552148,-1.8561515852682731,1.3338529191337125,-6.8893269259412963e-05,0.0034514174082974124,-0.0045096005472990116,0.0032406533506649966
0.013365588624055649,-0.029590456074486789,1.4314540172427463,-1.814692343715463,1.3385351946185775,-7.1891292697975686e-05,0.0034777794393652732,-0.0044088735270054981,0.0032520291414445518
0.013367963884162998,-0.030842290265005314,1.4415513167141949,-1.7728190957114365,1.3429159288586692,-7.4932678000498823e-05,0.0035023112650976553,-0.0043071406601346857,0.0032626723247295175
0.013370339144270348,-0.032112012891654829,1.4508953226525949,-1.7305348001247005,1.3469952916841821,-7.8017524032203192e-05,0.0035250129316146623,-0.00420440913538557,0.0032725833131296944
0.013372714404377697,-0.033399661010561028,1.4594862476894219,-1.687842518257773,1.3507735079713798,-8.1145920822548674e-05,0.0035458849555136591,-0.0041006863903250076,0.0032817626529916908
0.013375089664485047,-0.034705267969685767,1.4673244974197241,-1.6447454135936053,1.3542508573263361,-8.4317949391850752e-05,0.0035649283222053555,-0.0039959801107716363,0.0032902110236305545
0.013377464924592396,-0.036028863337229759,1.4744106696732504,-1.6012467515176245,1.3574276737592903,-8.7533681577331782e-05,0.0035821444841429798,-0.0038902982301205653,0.0032979292365386066
0.013379840184699746,-0.037370472829815142,1.4807455537419225,-1.5573498990154417,1.3603043453497499,-9.0793179858637379e-05,0.0035975353589453901,-0.0037836489286089451,0.003304918234571793
0.013382215444807095,-0.038730118240460451,1.4863301295640068,-1.5130583243462528,1.3628813139024762,-9.4096497182848536e-05,0.0036111033274149828,-0.0036760406325224803,0.0033111790911138882
0.013384590704914445,-0.04010781736636073,1.491165566865347,-1.468375596691994,1.3651590745944937,-9.7443676789020248e-05,0.0036228512314512803,-0.0035674820133430375,0.0033167130092188867
0.013386965965021794,-0.041503583936485969,1.4952532242580243,-1.4233053857822922,1.367138175613257,-0.00010083475203227885,0.0036327823718610894,-0.0034579819868374448,0.0033215213207319172
0.013389341225129144,-0.042917427539011004,1.4985946482968417,-1.377851461495269,1.3688192177861156,-0.00010426974620750974,0.0036409005060661854,-0.0033475497120876315,0.0033256054853890082
0.013391716485236493,-0.044349353548590591,1.5011915724940044,-1.3320176934342729,1.3702028542012221,-0.00010774867237266908,0.0036472098457094376,-0.0032361945904622767,0.0033289670898960697
0.013394091745343843,-0.045799363053493157,1.503045916292405,-1.2858080504805931,1.3712897898200183,-0.0001112715331717521,0.0036517150541603622,-0.00312392626453011,0.0033316078469874111
0.013396467005451192,-0.047267452782607362,1.5041597839979206,-1.2392266003222372,1.3720807810814493,-0.00011483832065745229,0.0036544212439210901,-0.0030107546169150568,0.0033335295944641628
0.013398842265558542,-0.048753615032335745,1.504535463671131,-1.1922775089588533,1.3725766354980469,-0.00011844901611354652,0.0036553339739337489,-0.0028966897690934244,0.003334734294212942
0.013401217525665891,-0.050257837593389879,1.5041754259788873,-1.1449650401828786,1.3727782112440219,-0.00012210358987704053,0.0036544592467903001,-0.0027817420801333303,0.003335224031205107
0.013403592785773241,-0.051780103677501924,1.5030823230061596,-1.0972935550370058,1.3726864167355248,-0.00012580200116011158,0.0036518035058458694,-0.0026659221453765934,0.0033350010124769797
0.01340596804588059,-0.053320391844067616,1.5012589870286024,-1.0492675112480647,1.3723022102032085,-0.0001295441978718844,0.0036473736322366439,-0.0025492407950633254,0.0033340675660913717
0.013408343305987939,-0.054878675926735968,1.4987084292462862,-1.0008914626374195,1.3716265992572476,-0.00013333011644007769,0.0036411769418034168,-0.0024317090928994644,0.0033324261400807767
0.013410718566095289,-0.056454924959961579,1.49543383847905,-0.95217005850798997,1.3706606404449619,-0.00013715968163255973,0.0036332211819218906,-0.0023133383345675172,0.0033300793013725997
0.013413093826202638,-0.058049103105535169,1.491438579823934,-0.90310804300800696,1.3694054388011936,-0.00014103280637885125,0.0036235145282408508,-0.0021941400461807752,0.0033270297346967778
0.013415469086309988,-0.059661169579108927,1.4867261932751672,-0.85371025447161997,1.3678621473915864,-0.00014494939159161548,0.0036120655813293668,-0.0020741259826812927,0.0033232802414761577
0.013417844346417337,-0.061291078576733153,1.4813003923071755,-0.80398162473648604,1.3660319668489231,-0.00014890932598817579,0.0035988833632341487,-0.001953308126181939,0.003318833738700008
0.013420219606524687,-0.062938779201421033,1.4751650624211081,-0.75392717843845825,1.3639161449026656,-0.00015291248591210165,0.0035839773139482705,-0.0018316986842528142,0.0033136932577810148
0.013422594866632036,-0.064604215389759134,1.468324259655359,-0.70355203228351593,1.361515975901854,-0.00015695873515490558,0.0035673572877924177,-0.0017093100881523712,0.0033078619433961473
0.013424970126739386,-0.066287325838580671,1.4607822090605893,-0.65286139429707268,1.3588328003315189,-0.00016104792477789279,0.0035490335497098866,-0.001586154991003578,0.0033013430523117565
0.013427345386846735,-0.067988043931720143,1.4525433031397434,-0.60186056305080626,1.3558680043227549,-0.00016517989293420834,0.0035290167714765392,-0.0014622462659154673,0.0032941399521932823
0.013429720646954085,-0.069706297666867367,1.443612100253582,-0.55055492686716123,1.3526230191566151,-0.00016935446469112578,0.0035073180278269731,-0.0013375970040504404,0.0032862561203999396
0.013432095907061434,-0.071442009582539448,1.4339933229922339,-0.49894996300167765,1.3490993207619739,-0.00017357145185262259,0.0034839487924981393,-0.0012122205126377009,0.0032776951427647572
0.013434471167168784,-0.073195096685190336,1.4236918565132961,-0.44705123680330822,1.3452984292075183,-0.00017783065278228946,0.0034589209341916818,-0.0010861303129332076,0.003268460712360346
0.013436846427276133,-0.074965470376476648,1.4127127468470044,-0.39486440085288771,1.3412219081880214,-0.00018213185222661966,0.0034322467124562792,-0.00095934013812654941,0.0032585566282507814
0.013439221687383483,-0.076753036380700371,1.4010611991690143,-0.34239519407992269,1.3368713645050496,-0.00018647482113872785,0.0034039387734912888,-0.00083186393119514754,0.0032479867942299557
0.013441596947490832,-0.078557694672448469,1.3887425760413206,-0.28964944085788319,1.3322484475422613,-0.00019085931650254733,0.0033740101458729849,-0.00070371584270622744,0.0032367552175467966
0.013443972207598182,-0.080379339404449648,1.3757623956218663,-0.23663305007817012,1.3273548487354558,-0.00019528508115755505,0.0033424742362047292,-0.00057491022856698281,0.0032248660076177257
0.013446347467705531,-0.082217858835670246,1.362126329843391,-0.18335201420294803,1.3221923010375203,-0.00019975184362407738,0.0033093448246923982,-0.00044546164772339176,0.0032123233747267258
0.013448722727812881,-0.084073135259669904,1.3478402025620608,-0.12981240829703228,1.3167625783784374,-0.0002042593179292272,0.0032746360606464068,-0.00031538485980814454,0.0031991316287134051
0.01345109798792023,-0.085945044933239567,1.3329099876764554,-0.076020389039026665,1.3110674951205072,-0.00020880720343352668,0.0032383624579116993,-0.00018469482273816005,0.003185295177649435
0.01345347324802758,-0.087833458005343867,1.3173418072174594,-0.021982193711911124,1.3051089055089358,-0.00021339518465826986,0.0032005388902270641,-5.3406690262174747e-05,0.0031708185265037314
0.013455848508134929,-0.089738238446390978,1.3011419294096367,0.032295860826714762,1.2988887031179528,-0.00021802293111368071,0.0031611805865151528,7.8464190541095149e-05,0.0031557062757967759
0.013458223768242279,-0.091659243977852869,1.2843167667046522,0.086807379194521847,1.2924088202926103,-0.00022269009712792243,0.0031203031261045977,0.00021090228181370712,0.0031399631202444372
0.013460599028349628,-0.093596326002260255,1.2668728737873232,0.14154588855426228,1.2856712275864128,-0.00022739632167701715,0.0030779224338856252,0.00034389185751764406,0.0031235938473916738
0.013462974288456978,-0.095549329533595517,1.2488169455548741,0.19650483970327912,1.2786779331949478,-0.00023214122821573255,0.0030340547754005688,0.00047741700608182488,0.0031066033362365107
0.013465349548564327,-0.097518093128109426,1.2301558150699823,0.25167760818249169,1.2714309823856553,-0.00023692442450949815,0.0029887167518707057,0.00061146163309643269,0.0030889965558446439
