% Model:              porous_absorber_time_domain.zh_CN.mph
% Version:            COMSOL 6.4.0.293
% Date:               Jul 12 2026, 16:59
% Table:              表格 1 - 
% 时间 (s)                 总声压
0.0075250000000000004    0.0031436064325260586
0.007550000000000001     0.0030818303125862926
0.007575000000000001     0.0030724153527577026
0.007600000000000001     0.003126386596384108
0.007625000000000002     0.003237005520683969
0.0076500000000000005    0.003384767062747645
0.007675000000000001     0.0035445083000376553
0.007700000000000001     0.00369224869965665
0.007725000000000001     0.003809963634357608
0.007750000000000001     0.0038876736503444895
0.007775000000000001     0.003923102465961326
0.007800000000000001     0.003919882463841147
0.007825                 0.003885196848828171
0.007850000000000001     0.0038277378947141343
0.007875                 0.0037563140046929563
0.0079                   0.0036791275768403475
0.007925000000000001     0.003603501994482082
0.00795                  0.0035357812008890064
0.007975000000000001     0.003481197009574606
0.008                    0.0034436185386239157
0.008025000000000001     0.0034252486681530725
0.008050000000000002     0.003426364248980244
0.008075                 0.0034452183475495
0.008100000000000001     0.0034781954311624286
0.008125                 0.0035202005547295737
0.008150000000000001     0.0035652615276953693
0.008175000000000002     0.003607232676346595
0.0082                   0.0036404976821490355
0.008225000000000001     0.003660564654518773
0.00825                  0.0036644790339569067
0.008275000000000001     0.0036510149946692503
0.008300000000000002     0.0036206255576171575
0.008325                 0.0035752041494887215
0.008350000000000002     0.0035176828148529202
0.008375                 0.0034515575890635896
0.008400000000000001     0.003380413463438112
0.008425000000000002     0.003307516933235849
0.008450000000000001     0.0032355293985940805
0.008475000000000002     0.003166359808051638
0.0085                   0.0031011548562984
0.008525000000000001     0.003040384056456177
0.008550000000000002     0.0029839896490014522
0.008575000000000001     0.002931549969585571
0.0086                   0.0028824286984012203
0.008625                 0.00283589776950814
0.008650000000000001     0.0027912285145653267
0.008675                 0.0027477585232766255
0.008700000000000001     0.0027049397470747406
0.008725                 0.0026623743374360248
0.00875                  0.0026198357708909856
0.008775000000000002     0.0025772704617179156
0.0088                   0.002534772094667354
0.008825000000000001     0.0024925254714370164
0.00885                  0.00245073385060599
0.008875000000000001     0.0024095520534871393
0.008900000000000002     0.0023690502715295043
0.008925                 0.0023292139427765037
0.008950000000000001     0.002289960165411655
0.008975                 0.002251127682768501
0.009000000000000001     0.0022124035853352815
0.009025000000000002     0.002173191976760828
0.00905                  0.002132490140026467
0.009075                 0.0020888990186735687
0.0091                   0.002040893269699312
0.009125000000000001     0.00198739849990966
0.009150000000000002     0.0019285735179455387
0.009175                 0.0018665365644850583
0.0092                   0.0018056998920690914
0.009225                 0.0017524003423523397
0.009250000000000001     0.0017137651028065913
0.009275000000000002     0.0016959619204660813
0.009300000000000001     0.0017022893431661253
0.009325                 0.0017316097462871396
0.00935                  0.0017776807805800678
0.009375000000000001     0.001829642882095128
0.009400000000000002     0.0018737264003258248
0.009425000000000001     0.0018959368066213214
0.00945                  0.0018851913850907586
0.009475                 0.0018362280185859788
0.009500000000000001     0.0017515029665943625
0.009525000000000002     0.0016415076870231924
0.009550000000000001     0.0015230652357074318
0.009575                 0.0014159001991821676
0.009600000000000001     0.0013381266668993092
0.009625000000000002     0.0013018500407760273
0.009650000000000002     0.0013100353841640155
0.009675000000000001     0.0013556728609577203
0.0097                   0.0014234663131423486
0.009725000000000001     0.001493580513924234
0.009750000000000002     0.0015464598939584078
0.009775                 0.0015673185764804225
0.009800000000000001     0.0015491954333243779
0.009825                 0.0014938270548392008
0.009850000000000001     0.0014104343301273219
0.009875000000000002     0.0013128271332191954
0.0099                   0.0012158543909071044
0.009925                 0.001132099424576544
0.00995                  0.0010696052071281796
0.009975000000000001     0.001030976040387529
0.010000000000000002     0.0010138497584985305
